humidity;mq5;mq7;temperature;alert;suspected_gas
63.5;0;148;20.5;0;Aucun
64.5;0;149;21.200000762939453;0;Aucun
75.0999984741211;0;140;23.399999618530277;0;Aucun
82.9000015258789;222;140;25.799999237060547;0;Aucun
87.5;462;143;25.100000381469727;0;Aucun
93.9000015258789;443;143;24.5;0;Aucun
91.9000015258789;38;141;24.200000762939453;0;Aucun
90.8000030517578;455;140;24.100000381469727;0;Aucun
90.0;0;140;23.899999618530277;0;Aucun
88.5;462;140;23.700000762939453;0;Aucun
87.80000305175781;462;139;23.700000762939453;0;Aucun
86.9000015258789;424;139;23.600000381469727;0;Aucun
85.4000015258789;463;148;22.700000762939453;0;Aucun
84.4000015258789;371;139;22.600000381469727;0;Aucun
83.9000015258789;0;137;22.700000762939453;0;Aucun
83.30000305175781;105;137;22.700000762939453;0;Aucun
83.0;463;136;22.799999237060547;0;Aucun
82.80000305175781;0;136;22.799999237060547;0;Aucun
82.5999984741211;242;135;22.700000762939453;0;Aucun
82.30000305175781;461;136;22.700000762939453;0;Aucun
82.30000305175781;147;136;22.700000762939453;0;Aucun
82.0;159;136;22.700000762939453;0;Aucun
81.69999694824219;462;136;22.600000381469727;0;Aucun
81.5;391;136;22.600000381469727;0;Aucun
81.30000305175781;430;135;22.600000381469727;0;Aucun
81.0999984741211;457;135;22.5;0;Aucun
81.0999984741211;462;135;22.5;0;Aucun
81.0;461;135;22.5;0;Aucun
81.0;458;135;22.399999618530277;0;Aucun
80.80000305175781;452;135;22.399999618530277;0;Aucun
80.9000015258789;0;134;22.299999237060547;0;Aucun
80.9000015258789;385;134;22.299999237060547;0;Aucun
81.0999984741211;445;134;22.299999237060547;0;Aucun
81.4000015258789;462;134;22.200000762939453;0;Aucun
82.0;452;134;22.200000762939453;0;Aucun
82.4000015258789;455;134;22.200000762939453;0;Aucun
82.69999694824219;462;133;22.100000381469727;0;Aucun
83.0999984741211;0;133;22.0;0;Aucun
83.19999694824219;313;133;22.0;0;Aucun
83.30000305175781;459;133;22.0;0;Aucun
83.19999694824219;0;133;21.899999618530277;0;Aucun
83.19999694824219;0;133;21.899999618530277;0;Aucun
83.0999984741211;180;132;21.799999237060547;0;Aucun
82.80000305175781;369;132;21.799999237060547;0;Aucun
82.5999984741211;139;132;21.799999237060547;0;Aucun
82.5;250;132;21.700000762939453;0;Aucun
82.19999694824219;353;132;21.700000762939453;0;Aucun
82.19999694824219;0;131;21.700000762939453;0;Aucun
82.19999694824219;0;131;21.600000381469727;0;Aucun
81.80000305175781;0;131;21.5;0;Aucun
81.5999984741211;0;131;21.5;0;Aucun
81.5999984741211;0;131;21.5;0;Aucun
81.69999694824219;454;131;21.5;0;Aucun
81.30000305175781;0;130;21.5;0;Aucun
81.30000305175781;31;130;21.399999618530277;0;Aucun
81.19999694824219;0;130;21.399999618530277;0;Aucun
81.0999984741211;319;130;21.5;0;Aucun
80.9000015258789;462;130;21.399999618530277;0;Aucun
80.80000305175781;0;129;21.399999618530277;0;Aucun
80.80000305175781;454;130;21.399999618530277;0;Aucun
80.80000305175781;458;130;21.299999237060547;0;Aucun
80.5;0;130;21.299999237060547;0;Aucun
80.19999694824219;107;128;21.299999237060547;0;Aucun
80.19999694824219;212;129;21.299999237060547;0;Aucun
79.9000015258789;451;129;21.299999237060547;0;Aucun
79.80000305175781;457;129;21.299999237060547;0;Aucun
79.5999984741211;0;129;21.299999237060547;0;Aucun
79.19999694824219;0;129;21.200000762939453;0;Aucun
79.0999984741211;0;129;21.200000762939453;0;Aucun
78.9000015258789;0;128;21.200000762939453;0;Aucun
78.30000305175781;462;129;21.100000381469727;0;Aucun
78.19999694824219;117;129;21.100000381469727;0;Aucun
78.0;460;128;21.100000381469727;0;Aucun
77.69999694824219;453;128;21.100000381469727;0;Aucun
77.5;0;128;21.100000381469727;0;Aucun
77.19999694824219;0;128;21.0;0;Aucun
77.0999984741211;0;128;21.100000381469727;0;Aucun
76.5;457;128;21.0;0;Aucun
76.30000305175781;0;128;21.0;0;Aucun
76.0;0;128;21.0;0;Aucun
75.5999984741211;0;127;21.0;0;Aucun
75.30000305175781;368;127;21.0;0;Aucun
75.0;462;127;20.899999618530277;0;Aucun
74.0;0;127;21.0;0;Aucun
73.5;62;127;20.899999618530277;0;Aucun
73.0;2;127;20.899999618530277;0;Aucun
72.5;0;127;20.899999618530277;0;Aucun
72.19999694824219;188;127;20.899999618530277;0;Aucun
71.69999694824219;0;127;20.899999618530277;0;Aucun
71.19999694824219;431;127;20.899999618530277;0;Aucun
70.69999694824219;0;127;20.899999618530277;0;Aucun
70.30000305175781;98;126;20.899999618530277;0;Aucun
69.80000305175781;454;126;20.899999618530277;0;Aucun
69.4000015258789;454;126;20.899999618530277;0;Aucun
68.9000015258789;448;126;20.899999618530277;0;Aucun
68.30000305175781;0;126;20.899999618530277;0;Aucun
67.9000015258789;462;126;20.899999618530277;0;Aucun
67.5999984741211;76;126;20.899999618530277;0;Aucun
67.19999694824219;458;126;20.899999618530277;0;Aucun
67.0;462;126;20.899999618530277;0;Aucun
66.4000015258789;0;125;20.899999618530277;0;Aucun
66.0;428;125;20.899999618530277;0;Aucun
65.5999984741211;461;125;20.799999237060547;0;Aucun
65.4000015258789;0;125;20.799999237060547;0;Aucun
65.0999984741211;32;125;20.899999618530277;0;Aucun
64.9000015258789;458;125;20.899999618530277;0;Aucun
64.69999694824219;271;125;20.799999237060547;0;Aucun
64.5;210;125;20.799999237060547;0;Aucun
64.4000015258789;452;125;20.799999237060547;0;Aucun
64.30000305175781;184;124;20.799999237060547;0;Aucun
64.19999694824219;0;125;20.799999237060547;0;Aucun
64.0;210;125;20.799999237060547;0;Aucun
63.900001525878906;193;124;20.799999237060547;0;Aucun
63.79999923706055;212;124;20.799999237060547;0;Aucun
63.79999923706055;340;124;20.799999237060547;0;Aucun
63.79999923706055;455;124;20.799999237060547;0;Aucun
63.70000076293945;457;124;20.799999237060547;0;Aucun
63.70000076293945;216;124;20.700000762939453;0;Aucun
63.70000076293945;457;124;20.700000762939453;0;Aucun
63.70000076293945;0;124;20.799999237060547;0;Aucun
63.59999847412109;0;124;20.700000762939453;0;Aucun
63.59999847412109;457;124;20.799999237060547;0;Aucun
63.59999847412109;459;124;20.799999237060547;0;Aucun
63.59999847412109;0;123;20.799999237060547;0;Aucun
63.59999847412109;0;123;20.700000762939453;0;Aucun
63.59999847412109;356;123;20.700000762939453;0;Aucun
63.59999847412109;240;123;20.700000762939453;0;Aucun
63.59999847412109;0;123;20.799999237060547;0;Aucun
63.59999847412109;79;123;20.700000762939453;0;Aucun
63.5;0;123;20.700000762939453;0;Aucun
63.5;240;123;20.700000762939453;0;Aucun
63.5;0;123;20.700000762939453;0;Aucun
63.5;40;123;20.700000762939453;0;Aucun
63.5;462;123;20.700000762939453;0;Aucun
63.59999847412109;0;123;20.700000762939453;0;Aucun
63.5;31;123;20.700000762939453;0;Aucun
63.5;0;123;20.700000762939453;0;Aucun
63.59999847412109;0;123;20.700000762939453;0;Aucun
63.59999847412109;382;123;20.700000762939453;0;Aucun
63.400001525878906;400;123;20.700000762939453;0;Aucun
63.5;0;122;20.700000762939453;0;Aucun
63.5;52;122;20.700000762939453;0;Aucun
63.5;456;122;20.700000762939453;0;Aucun
63.59999847412109;0;122;20.700000762939453;0;Aucun
63.59999847412109;293;122;20.700000762939453;0;Aucun
63.59999847412109;398;122;20.700000762939453;0;Aucun
63.59999847412109;290;122;20.700000762939453;0;Aucun
63.59999847412109;0;122;20.600000381469727;0;Aucun
63.5;461;122;20.700000762939453;0;Aucun
63.5;420;122;20.700000762939453;0;Aucun
63.5;0;122;20.600000381469727;0;Aucun
63.5;458;122;20.600000381469727;0;Aucun
63.59999847412109;0;122;20.700000762939453;0;Aucun
63.59999847412109;456;122;20.600000381469727;0;Aucun
63.5;315;122;20.700000762939453;0;Aucun
63.5;0;122;20.600000381469727;0;Aucun
63.5;0;122;20.600000381469727;0;Aucun
63.59999847412109;44;122;20.600000381469727;0;Aucun
63.59999847412109;26;122;20.600000381469727;0;Aucun
63.59999847412109;105;122;20.600000381469727;0;Aucun
63.59999847412109;453;121;20.700000762939453;0;Aucun
63.59999847412109;335;121;20.600000381469727;0;Aucun
63.5;461;121;20.600000381469727;0;Aucun
63.70000076293945;456;121;20.600000381469727;0;Aucun
63.59999847412109;0;121;20.600000381469727;0;Aucun
63.70000076293945;7;121;20.600000381469727;0;Aucun
63.59999847412109;0;121;20.600000381469727;0;Aucun
63.70000076293945;454;121;20.600000381469727;0;Aucun
63.70000076293945;0;121;20.600000381469727;0;Aucun
63.59999847412109;0;122;20.600000381469727;0;Aucun
63.59999847412109;457;121;20.600000381469727;0;Aucun
63.59999847412109;0;121;20.600000381469727;0;Aucun
63.59999847412109;31;121;20.600000381469727;0;Aucun
63.70000076293945;0;121;20.600000381469727;0;Aucun
63.79999923706055;0;121;20.600000381469727;0;Aucun
63.70000076293945;175;121;20.600000381469727;0;Aucun
63.70000076293945;128;121;20.600000381469727;0;Aucun
63.70000076293945;0;121;20.600000381469727;0;Aucun
63.79999923706055;0;121;20.600000381469727;0;Aucun
63.70000076293945;151;121;20.5;0;Aucun
63.70000076293945;458;120;20.600000381469727;0;Aucun
63.70000076293945;0;121;20.5;0;Aucun
63.79999923706055;431;121;20.600000381469727;0;Aucun
63.79999923706055;325;121;20.600000381469727;0;Aucun
63.79999923706055;0;121;20.5;0;Aucun
63.79999923706055;12;121;20.600000381469727;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.79999923706055;461;120;20.5;0;Aucun
63.70000076293945;458;120;20.5;0;Aucun
63.79999923706055;182;120;20.600000381469727;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.70000076293945;459;121;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.900001525878906;396;120;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.79999923706055;119;121;20.600000381469727;0;Aucun
63.79999923706055;276;119;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.79999923706055;416;120;20.5;0;Aucun
63.79999923706055;462;120;20.5;0;Aucun
63.79999923706055;461;120;20.5;0;Aucun
63.79999923706055;464;120;20.5;0;Aucun
63.70000076293945;316;120;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
63.79999923706055;0;120;20.5;0;Aucun
64.0;0;120;20.5;0;Aucun
64.0;275;120;20.5;0;Aucun
63.79999923706055;0;119;20.5;0;Aucun
63.900001525878906;0;120;20.5;0;Aucun
63.900001525878906;0;119;20.5;0;Aucun
64.0;458;119;20.5;0;Aucun
63.900001525878906;0;119;20.5;0;Aucun
63.900001525878906;462;119;20.5;0;Aucun
64.0;0;119;20.5;0;Aucun
64.0;462;119;20.5;0;Aucun
63.900001525878906;7;119;20.5;0;Aucun
63.900001525878906;0;119;20.5;0;Aucun
63.79999923706055;461;119;20.5;0;Aucun
63.900001525878906;462;118;20.5;0;Aucun
64.0;453;119;20.5;0;Aucun
63.900001525878906;462;118;20.5;0;Aucun
63.79999923706055;254;119;20.399999618530277;0;Aucun
63.900001525878906;0;119;20.5;0;Aucun
64.0;215;119;20.399999618530277;0;Aucun
63.900001525878906;142;119;20.5;0;Aucun
64.0;462;119;20.5;0;Aucun
63.900001525878906;212;119;20.5;0;Aucun
64.0;437;119;20.399999618530277;0;Aucun
63.900001525878906;268;119;20.5;0;Aucun
63.900001525878906;67;119;20.5;0;Aucun
63.900001525878906;8;119;20.399999618530277;0;Aucun
64.0;462;119;20.5;0;Aucun
64.0;155;118;20.5;0;Aucun
64.0;0;118;20.5;0;Aucun
64.0999984741211;0;118;20.5;0;Aucun
64.0;139;118;20.399999618530277;0;Aucun
64.0999984741211;0;118;20.5;0;Aucun
64.0999984741211;461;118;20.399999618530277;0;Aucun
64.0999984741211;459;118;20.5;0;Aucun
64.0;53;118;20.5;0;Aucun
64.0999984741211;0;118;20.5;0;Aucun
64.0;60;118;20.5;0;Aucun
64.0999984741211;369;118;20.399999618530277;0;Aucun
64.0;264;118;20.399999618530277;0;Aucun
64.0;0;118;20.399999618530277;0;Aucun
64.0999984741211;306;118;20.399999618530277;0;Aucun
64.0;462;118;20.399999618530277;0;Aucun
64.0999984741211;0;118;20.399999618530277;0;Aucun
64.0999984741211;0;118;20.5;0;Aucun
64.0999984741211;457;118;20.399999618530277;0;Aucun
64.0;225;118;20.399999618530277;0;Aucun
64.0;175;118;20.5;0;Aucun
64.0;257;118;20.399999618530277;0;Aucun
64.0999984741211;407;118;20.399999618530277;0;Aucun
64.0999984741211;457;118;20.399999618530277;0;Aucun
